Datetime,DAYTON_MW,Consumption
2011-09-18,1792.3809523809523,Basso
2011-09-25,1772.3333333333333,Basso
2011-10-02,1726.1666666666667,Basso
2011-10-09,1752.1130952380952,Basso
2011-10-16,1728.1369047619048,Basso
2011-10-23,1791.9642857142858,Basso
2011-10-30,1818.952380952381,Basso
2011-11-06,1813.8263473053892,Basso
2011-11-13,1831.8511904761904,Basso
2011-11-20,1877.8214285714287,Basso
2011-11-27,1720.8690476190477,Basso
2011-12-04,1995.517857142857,Basso
2011-12-11,2138.559523809524,Alto
2011-12-18,2075.5059523809523,Alto
2011-12-25,1929.1607142857142,Basso
2012-01-01,1838.952380952381,Basso
2012-01-08,2063.035714285714,Alto
2012-01-15,2161.660714285714,Alto
2012-01-22,2229.4523809523807,Alto
2012-01-29,2110.4523809523807,Alto
2012-02-05,1954.6190476190477,Basso
2012-02-12,2168.7023809523807,Alto
2012-02-19,2053.7083333333335,Alto
2012-02-26,2029.3392857142858,Basso
2012-03-04,1957.3392857142858,Basso
2012-03-11,1941.1497005988024,Basso
2012-03-18,1734.8214285714287,Basso
2012-03-25,1800.3333333333333,Basso
2012-04-01,1733.1369047619048,Basso
2012-04-08,1664.875,Basso
2012-04-15,1760.7619047619048,Basso
2012-04-22,1731.845238095238,Basso
2012-04-29,1760.4107142857142,Basso
2012-05-06,1899.5535714285713,Basso
2012-05-13,1749.7916666666667,Basso
2012-05-20,1829.642857142857,Basso
2012-05-27,2086.6309523809523,Alto
2012-06-03,1906.4583333333333,Basso
2012-06-10,1905.9285714285713,Basso
2012-06-17,2097.779761904762,Alto
2012-06-24,2387.315476190476,Alto
2012-07-01,2238.2619047619046,Alto
2012-07-08,2539.535714285714,Alto
2012-07-15,2366.1369047619046,Alto
2012-07-22,2397.2083333333335,Alto
2012-07-29,2393.0535714285716,Alto
2012-08-05,2401.184523809524,Alto
2012-08-12,2124.1071428571427,Alto
2012-08-19,1997.9761904761904,Basso
2012-08-26,2113.464285714286,Alto
2012-09-02,2202.654761904762,Alto
2012-09-09,2049.9464285714284,Alto
2012-09-16,1809.875,Basso
2012-09-23,1711.202380952381,Basso
2012-09-30,1711.3690476190477,Basso
2012-10-07,1733.7857142857142,Basso
2012-10-14,1771.7738095238096,Basso
2012-10-21,1739.220238095238,Basso
2012-10-28,1765.6130952380952,Basso
2012-11-04,1916.437125748503,Basso
2012-11-11,1863.029761904762,Basso
2012-11-18,1946.8809523809523,Basso
2012-11-25,1786.7440476190477,Basso
2012-12-02,1953.7738095238096,Basso
2012-12-09,1862.017857142857,Basso
2012-12-16,2021.7142857142858,Basso
2012-12-23,2039.9345238095239,Alto
2012-12-30,1940.220238095238,Basso
2013-01-06,2086.0535714285716,Alto
2013-01-13,1960.1785714285713,Basso
2013-01-20,2097.315476190476,Alto
2013-01-27,2353.8035714285716,Alto
2013-02-03,2156.25,Alto
2013-02-10,2101.0833333333335,Alto
2013-02-17,2095.3988095238096,Alto
2013-02-24,2146.6488095238096,Alto
2013-03-03,2095.6309523809523,Alto
2013-03-10,2011.7305389221558,Basso
2013-03-17,2010.4583333333333,Basso
2013-03-24,2079.220238095238,Alto
2013-03-31,1900.7261904761904,Basso
2013-04-07,1854.125,Basso
2013-04-14,1758.607142857143,Basso
2013-04-21,1764.0416666666667,Basso
2013-04-28,1726.9464285714287,Basso
2013-05-05,1712.797619047619,Basso
2013-05-12,1706.0714285714287,Basso
2013-05-19,1845.029761904762,Basso
2013-05-26,1844.4642857142858,Basso
2013-06-02,1952.345238095238,Basso
2013-06-09,1784.7440476190477,Basso
2013-06-16,1997.6666666666667,Basso
2013-06-23,2148.3035714285716,Alto
2013-06-30,2171.339285714286,Alto
2013-07-07,1852.3630952380952,Basso
2013-07-14,2220.0416666666665,Alto
2013-07-21,2554.8571428571427,Alto
2013-07-28,1984.5238095238096,Basso
2013-08-04,1936.1309523809523,Basso
2013-08-11,2141.2976190476193,Alto
2013-08-18,1917.1785714285713,Basso
2013-08-25,2129.970238095238,Alto
2013-09-01,2338.8333333333335,Alto
2013-09-08,1944.7559523809523,Basso
2013-09-15,2100.529761904762,Alto
2013-09-22,1844.2380952380952,Basso
2013-09-29,1741.7380952380952,Basso
2013-10-06,1873.3333333333333,Basso
2013-10-13,1728.3630952380952,Basso
2013-10-20,1754.2142857142858,Basso
2013-10-27,1877.2261904761904,Basso
2013-11-03,1835.9041916167664,Basso
2013-11-10,1866.0357142857142,Basso
2013-11-17,1990.2738095238096,Basso
2013-11-24,2023.327380952381,Basso
2013-12-01,2023.0357142857142,Basso
2013-12-08,2058.0833333333335,Alto
2013-12-15,2307.220238095238,Alto
2013-12-22,2070.315476190476,Alto
2013-12-29,1932.5535714285713,Basso
2014-01-05,2160.3035714285716,Alto
2014-01-12,2359.9285714285716,Alto
2014-01-19,2236.0059523809523,Alto
2014-01-26,2540.285714285714,Alto
2014-02-02,2427.9523809523807,Alto
2014-02-09,2380.464285714286,Alto
2014-02-16,2392.4523809523807,Alto
2014-02-23,2056.7619047619046,Alto
2014-03-02,2297.2976190476193,Alto
2014-03-09,2175.9101796407185,Alto
2014-03-16,1991.1904761904761,Basso
2014-03-23,1959.2916666666667,Basso
2014-03-30,2014.672619047619,Basso
2014-04-06,1802.345238095238,Basso
2014-04-13,1747.1130952380952,Basso
2014-04-20,1736.2083333333333,Basso
2014-04-27,1692.357142857143,Basso
2014-05-04,1700.4345238095239,Basso
2014-05-11,1765.577380952381,Basso
2014-05-18,1815.25,Basso
2014-05-25,1773.9285714285713,Basso
2014-06-01,2004.5654761904761,Basso
2014-06-08,1955.422619047619,Basso
2014-06-15,1841.077380952381,Basso
2014-06-22,2245.410714285714,Alto
2014-06-29,2274.8214285714284,Alto
2014-07-06,1925.6369047619048,Basso
2014-07-13,2134.2916666666665,Alto
2014-07-20,1917.4107142857142,Basso
2014-07-27,2100.964285714286,Alto
2014-08-03,1944.3214285714287,Basso
2014-08-10,2084.1488095238096,Alto
2014-08-17,1956.375,Basso
2014-08-24,2300.25,Alto
2014-08-31,2306.2440476190477,Alto
2014-09-07,2152.9285714285716,Alto
2014-09-14,1862.6488095238096,Basso
2014-09-21,1757.5654761904761,Basso
2014-09-28,1769.9166666666667,Basso
2014-10-05,1782.952380952381,Basso
2014-10-12,1759.4464285714287,Basso
2014-10-19,1757.5416666666667,Basso
2014-10-26,1784.482142857143,Basso
2014-11-02,1848.4852071005917,Basso
2014-11-09,1872.1488095238096,Basso
2014-11-16,2015.654761904762,Basso
2014-11-23,2202.0059523809523,Alto
2014-11-30,1918.4107142857142,Basso
2014-12-07,2094.7023809523807,Alto
2014-12-14,2110.7023809523807,Alto
2014-12-21,2146.2976190476193,Alto
2014-12-28,1791.892857142857,Basso
2015-01-04,1961.9464285714287,Basso
2015-01-11,2517.9226190476193,Alto
2015-01-18,2234.535714285714,Alto
2015-01-25,2090.2440476190477,Alto
2015-02-01,2269.2440476190477,Alto
2015-02-08,2213.2619047619046,Alto
2015-02-15,2309.7678571428573,Alto
2015-02-22,2512.6190476190477,Alto
2015-03-01,2384.1190476190477,Alto
2015-03-08,2202.365269461078,Alto
2015-03-15,1877.470238095238,Basso
2015-03-22,1871.470238095238,Basso
2015-03-29,2011.470238095238,Basso
2015-04-05,1745.3095238095239,Basso
2015-04-12,1722.1309523809523,Basso
2015-04-19,1708.482142857143,Basso
2015-04-26,1762.8333333333333,Basso
2015-05-03,1698.0595238095239,Basso
2015-05-10,1928.0714285714287,Basso
2015-05-17,1841.1904761904761,Basso
2015-05-24,1755.702380952381,Basso
2015-05-31,1975.5416666666667,Basso
2015-06-07,1859.7738095238096,Basso
2015-06-14,2200.7023809523807,Alto
2015-06-21,2197.5,Alto
2015-06-28,2068.809523809524,Alto
2015-07-05,1755.107142857143,Basso
2015-07-12,2042.672619047619,Alto
2015-07-19,2186.1011904761904,Alto
2015-07-26,2254.279761904762,Alto
2015-08-02,2345.7380952380954,Alto
2015-08-09,2088.8690476190477,Alto
2015-08-16,2172.4761904761904,Alto
2015-08-23,2135.1309523809523,Alto
2015-08-30,1934.8214285714287,Basso
2015-09-06,2302.0476190476193,Alto
2015-09-13,2013.7619047619048,Basso
2015-09-20,1872.267857142857,Basso
2015-09-27,1844.3154761904761,Basso
2015-10-04,1812.9464285714287,Basso
2015-10-11,1804.4107142857142,Basso
2015-10-18,1769.4464285714287,Basso
2015-10-25,1752.202380952381,Basso
2015-11-01,1764.4437869822484,Basso
2015-11-08,1742.2380952380952,Basso
2015-11-15,1840.2142857142858,Basso
2015-11-22,1845.767857142857,Basso
2015-11-29,1764.1785714285713,Basso
2015-12-06,2020.5535714285713,Basso
2015-12-13,1875.077380952381,Basso
2015-12-20,2008.517857142857,Basso
2015-12-27,1697.470238095238,Basso
2016-01-03,1895.0238095238096,Basso
2016-01-10,2098.0059523809523,Alto
2016-01-17,2277.7380952380954,Alto
2016-01-24,2402.8928571428573,Alto
2016-01-31,2056.654761904762,Alto
2016-02-07,1998.4345238095239,Basso
2016-02-14,2343.1785714285716,Alto
2016-02-21,2019.7916666666667,Basso
2016-02-28,2001.0535714285713,Basso
2016-03-06,2044.1964285714287,Alto
2016-03-13,1779.9820359281437,Basso
2016-03-20,1794.3809523809523,Basso
2016-03-27,1757.7380952380952,Basso
2016-04-03,1791.375,Basso
2016-04-10,1946.595238095238,Basso
2016-04-17,1778.3630952380952,Basso
2016-04-24,1716.6607142857142,Basso
2016-05-01,1734.7559523809523,Basso
2016-05-08,1707.0892857142858,Basso
2016-05-15,1756.1845238095239,Basso
2016-05-22,1707.6785714285713,Basso
2016-05-29,1950.654761904762,Basso
2016-06-05,2052.2678571428573,Alto
2016-06-12,2012.1130952380952,Basso
2016-06-19,2155.4940476190477,Alto
2016-06-26,2288.0059523809523,Alto
2016-07-03,2018.1666666666667,Basso
2016-07-10,2037.5238095238096,Basso
2016-07-17,2326.7976190476193,Alto
2016-07-24,2485.8869047619046,Alto
2016-07-31,2469.720238095238,Alto
2016-08-07,2485.5416666666665,Alto
2016-08-14,2487.3333333333335,Alto
2016-08-21,2261.315476190476,Alto
2016-08-28,2322.0059523809523,Alto
2016-09-04,2155.4166666666665,Alto
2016-09-11,2294.4166666666665,Alto
2016-09-18,2048.720238095238,Alto
2016-09-25,2179.279761904762,Alto
2016-10-02,1761.375,Basso
2016-10-09,1851.1904761904761,Basso
2016-10-16,1756.892857142857,Basso
2016-10-23,1860.8095238095239,Basso
2016-10-30,1758.0833333333333,Basso
2016-11-06,1762.5798816568047,Basso
2016-11-13,1815.142857142857,Basso
2016-11-20,1875.8809523809523,Basso
2016-11-27,1853.5535714285713,Basso
2016-12-04,1962.0833333333333,Basso
2016-12-11,2206.684523809524,Alto
2016-12-18,2350.654761904762,Alto
2016-12-25,2155.059523809524,Alto
2017-01-01,1832.8511904761904,Basso
2017-01-08,2244.9285714285716,Alto
2017-01-15,2125.1011904761904,Alto
2017-01-22,1917.4107142857142,Basso
2017-01-29,2079.7678571428573,Alto
2017-02-05,2167.3273809523807,Alto
2017-02-12,2010.9642857142858,Basso
2017-02-19,1944.4107142857142,Basso
2017-02-26,1814.1369047619048,Basso
2017-03-05,1971.6845238095239,Basso
2017-03-12,1921.814371257485,Basso
2017-03-19,2147.3511904761904,Alto
2017-03-26,1857.5119047619048,Basso
2017-04-02,1740.9583333333333,Basso
2017-04-09,1792.3630952380952,Basso
2017-04-16,1666.4464285714287,Basso
2017-04-23,1740.5119047619048,Basso
2017-04-30,1756.982142857143,Basso
2017-05-07,1754.6011904761904,Basso
2017-05-14,1727.7738095238096,Basso
2017-05-21,1962.5654761904761,Basso
2017-05-28,1790.7380952380952,Basso
2017-06-04,1872.6309523809523,Basso
2017-06-11,1946.4642857142858,Basso
2017-06-18,2301.1071428571427,Alto
2017-06-25,2084.3988095238096,Alto
2017-07-02,2016.8869047619048,Basso
2017-07-09,1970.0892857142858,Basso
2017-07-16,2249.3928571428573,Alto
2017-07-23,2401.8988095238096,Alto
2017-07-30,2107.9464285714284,Alto
2017-08-06,2121.9285714285716,Alto
2017-08-13,2046.8630952380952,Alto
2017-08-20,2351.6190476190477,Alto
2017-08-27,2028.0654761904761,Basso
2017-09-03,1836.7142857142858,Basso
2017-09-10,1737.095238095238,Basso
2017-09-17,1831.5833333333333,Basso
2017-09-24,2196.154761904762,Alto
2017-10-01,1934.202380952381,Basso
2017-10-08,1833.2738095238096,Basso
2017-10-15,1787.9761904761904,Basso
2017-10-22,1725.4404761904761,Basso
2017-10-29,1839.6666666666667,Basso
2017-11-05,1877.8639053254437,Basso
2017-11-12,1960.529761904762,Basso
2017-11-19,1997.0892857142858,Basso
2017-11-26,1886.7380952380952,Basso
2017-12-03,1936.7380952380952,Basso
2017-12-10,2159.6726190476193,Alto
2017-12-17,2253.1071428571427,Alto
2017-12-24,2000.6964285714287,Basso
2017-12-31,2277.6666666666665,Alto
2018-01-07,2618.8571428571427,Alto
2018-01-14,2205.5059523809523,Alto
2018-01-21,2341.315476190476,Alto
2018-01-28,2050.1964285714284,Alto
2018-02-04,2247.0119047619046,Alto
2018-02-11,2257.1488095238096,Alto
2018-02-18,2055.6309523809523,Alto
2018-02-25,1872.797619047619,Basso
2018-03-04,1926.095238095238,Basso
2018-03-11,2035.4730538922156,Basso
2018-03-18,2053.410714285714,Alto
2018-03-25,2033.047619047619,Basso
2018-04-01,1823.125,Basso
2018-04-08,1961.9761904761904,Basso
2018-04-15,1831.5119047619048,Basso
2018-04-22,1885.8095238095239,Basso
2018-04-29,1734.9880952380952,Basso
2018-05-06,1781.4285714285713,Basso
2018-05-13,1846.154761904762,Basso
2018-05-20,1972.5595238095239,Basso
2018-05-27,2033.1904761904761,Basso
2018-06-03,2206.1666666666665,Alto
2018-06-10,1930.642857142857,Basso
2018-06-17,2158.4880952380954,Alto
2018-06-24,2232.6488095238096,Alto
2018-07-01,2219.5119047619046,Alto
2018-07-08,2141.154761904762,Alto
2018-07-15,2292.8928571428573,Alto
2018-07-22,2108.2261904761904,Alto
2018-07-29,2069.8809523809523,Alto
2018-08-05,2076.1237113402062,Alto
