Datetime,DUQ_MW,Consumption
2005-01-02,1363.1702127659576,Basso
2005-01-09,1625.3095238095239,Basso
2005-01-16,1634.1011904761904,Basso
2005-01-23,1797.5,Alto
2005-01-30,1768.107142857143,Alto
2005-02-06,1661.357142857143,Alto
2005-02-13,1649.5416666666667,Basso
2005-02-20,1659.6785714285713,Alto
2005-02-27,1658.1785714285713,Basso
2005-03-06,1688.6607142857142,Alto
2005-03-13,1696.279761904762,Alto
2005-03-20,1621.8630952380952,Basso
2005-03-27,1591.3035714285713,Basso
2005-04-03,1492.185628742515,Basso
2005-04-10,1430.9404761904761,Basso
2005-04-17,1411.8333333333333,Basso
2005-04-24,1456.0595238095239,Basso
2005-05-01,1469.4464285714287,Basso
2005-05-08,1494.3869047619048,Basso
2005-05-15,1552.1785714285713,Basso
2005-05-22,1477.375,Basso
2005-05-29,1473.0357142857142,Basso
2005-06-05,1537.0416666666667,Basso
2005-06-12,2039.9166666666667,Alto
2005-06-19,1765.470238095238,Alto
2005-06-26,1882.7857142857142,Alto
2005-07-03,1994.595238095238,Alto
2005-07-10,1875.5119047619048,Alto
2005-07-17,2110.7023809523807,Alto
2005-07-24,2073.1011904761904,Alto
2005-07-31,2000.9404761904761,Alto
2005-08-07,2123.7321428571427,Alto
2005-08-14,2172.279761904762,Alto
2005-08-21,1981.0357142857142,Alto
2005-08-28,1730.077380952381,Alto
2005-09-04,1725.029761904762,Alto
2005-09-11,1690.404761904762,Alto
2005-09-18,1863.7916666666667,Alto
2005-09-25,1729.232142857143,Alto
2005-10-02,1563.6309523809523,Basso
2005-10-09,1628.7857142857142,Basso
2005-10-16,1499.5059523809523,Basso
2005-10-23,1497.857142857143,Basso
2005-10-30,1560.497005988024,Basso
2005-11-06,1510.7738095238096,Basso
2005-11-13,1539.9880952380952,Basso
2005-11-20,1593.142857142857,Basso
2005-11-27,1576.5059523809523,Basso
2005-12-04,1659.1607142857142,Alto
2005-12-11,1773.892857142857,Alto
2005-12-18,1799.6785714285713,Alto
2005-12-25,1720.5654761904761,Alto
2006-01-01,1586.5,Basso
2006-01-08,1634.1607142857142,Basso
2006-01-15,1601.5059523809523,Basso
2006-01-22,1619.220238095238,Basso
2006-01-29,1667.7738095238096,Alto
2006-02-05,1609.3630952380952,Basso
2006-02-12,1711.3095238095239,Alto
2006-02-19,1626.702380952381,Basso
2006-02-26,1630.6845238095239,Basso
2006-03-05,1682.1666666666667,Alto
2006-03-12,1588.9464285714287,Basso
2006-03-19,1626.922619047619,Basso
2006-03-26,1668.142857142857,Alto
2006-04-02,1524.197604790419,Basso
2006-04-09,1533.8333333333333,Basso
2006-04-16,1446.3154761904761,Basso
2006-04-23,1484.232142857143,Basso
2006-04-30,1457.642857142857,Basso
2006-05-07,1464.8333333333333,Basso
2006-05-14,1470.8214285714287,Basso
2006-05-21,1468.8392857142858,Basso
2006-05-28,1534.6011904761904,Basso
2006-06-04,1814.0238095238096,Alto
2006-06-11,1584.4464285714287,Basso
2006-06-18,1699.1845238095239,Alto
2006-06-25,1814.3035714285713,Alto
2006-07-02,1764.3154761904761,Alto
2006-07-09,1700.029761904762,Alto
2006-07-16,2047.232142857143,Alto
2006-07-23,2157.5238095238096,Alto
2006-07-30,2055.9523809523807,Alto
2006-08-06,2261.339285714286,Alto
2006-08-13,1951.095238095238,Alto
2006-08-20,1973.0,Alto
2006-08-27,1929.4642857142858,Alto
2006-09-03,1733.720238095238,Alto
2006-09-10,1590.2916666666667,Basso
2006-09-17,1617.672619047619,Basso
2006-09-24,1585.8511904761904,Basso
2006-10-01,1535.4404761904761,Basso
2006-10-08,1557.3988095238096,Basso
2006-10-15,1563.4404761904761,Basso
2006-10-22,1538.4583333333333,Basso
2006-10-29,1596.9580838323354,Basso
2006-11-05,1578.7559523809523,Basso
2006-11-12,1541.4345238095239,Basso
2006-11-19,1590.5357142857142,Basso
2006-11-26,1520.625,Basso
2006-12-03,1569.8630952380952,Basso
2006-12-10,1794.1130952380952,Alto
2006-12-17,1613.3988095238096,Basso
2006-12-24,1626.4880952380952,Basso
2006-12-31,1541.1309523809523,Basso
2007-01-07,1558.1964285714287,Basso
2007-01-14,1646.4464285714287,Basso
2007-01-21,1711.4880952380952,Alto
2007-01-28,1750.529761904762,Alto
2007-02-04,1846.047619047619,Alto
2007-02-11,1921.8154761904761,Alto
2007-02-18,1851.529761904762,Alto
2007-02-25,1749.3809523809523,Alto
2007-03-04,1667.3035714285713,Alto
2007-03-11,1742.1197604790418,Alto
2007-03-18,1604.3988095238096,Basso
2007-03-25,1575.6904761904761,Basso
2007-04-01,1479.7738095238096,Basso
2007-04-08,1568.5714285714287,Basso
2007-04-15,1602.4404761904761,Basso
2007-04-22,1525.1190476190477,Basso
2007-04-29,1521.720238095238,Basso
2007-05-06,1511.9404761904761,Basso
2007-05-13,1603.6190476190477,Basso
2007-05-20,1540.5833333333333,Basso
2007-05-27,1699.4107142857142,Alto
2007-06-03,1874.125,Alto
2007-06-10,1721.095238095238,Alto
2007-06-17,1744.732142857143,Alto
2007-06-24,1779.8809523809523,Alto
2007-07-01,1885.1607142857142,Alto
2007-07-08,1709.1785714285713,Alto
2007-07-15,1916.5238095238096,Alto
2007-07-22,1801.1785714285713,Alto
2007-07-29,1784.9761904761904,Alto
2007-08-05,2136.934523809524,Alto
2007-08-12,2039.8214285714287,Alto
2007-08-19,1856.7142857142858,Alto
2007-08-26,2019.4285714285713,Alto
2007-09-02,1896.595238095238,Alto
2007-09-09,2016.7380952380952,Alto
2007-09-16,1622.952380952381,Basso
2007-09-23,1678.1011904761904,Alto
2007-09-30,1673.8214285714287,Alto
2007-10-07,1752.8809523809523,Alto
2007-10-14,1596.732142857143,Basso
2007-10-21,1534.8392857142858,Basso
2007-10-28,1499.1904761904761,Basso
2007-11-04,1532.317365269461,Basso
2007-11-11,1638.8809523809523,Basso
2007-11-18,1638.470238095238,Basso
2007-11-25,1572.392857142857,Basso
2007-12-02,1667.6309523809523,Alto
2007-12-09,1748.517857142857,Alto
2007-12-16,1738.2559523809523,Alto
2007-12-23,1734.3333333333333,Alto
2007-12-30,1606.7857142857142,Basso
2008-01-06,1723.7916666666667,Alto
2008-01-13,1601.6011904761904,Basso
2008-01-20,1766.0238095238096,Alto
2008-01-27,1827.8630952380952,Alto
2008-02-03,1737.095238095238,Alto
2008-02-10,1688.1607142857142,Alto
2008-02-17,1795.7440476190477,Alto
2008-02-24,1766.8869047619048,Alto
2008-03-02,1764.517857142857,Alto
2008-03-09,1667.6407185628743,Alto
2008-03-16,1651.2380952380952,Basso
2008-03-23,1605.7261904761904,Basso
2008-03-30,1592.1785714285713,Basso
2008-04-06,1512.702380952381,Basso
2008-04-13,1486.047619047619,Basso
2008-04-20,1496.875,Basso
2008-04-27,1517.6011904761904,Basso
2008-05-04,1472.6845238095239,Basso
2008-05-11,1498.1607142857142,Basso
2008-05-18,1501.0535714285713,Basso
2008-05-25,1454.875,Basso
2008-06-01,1517.9761904761904,Basso
2008-06-08,1912.2440476190477,Alto
2008-06-15,2044.9940476190477,Alto
2008-06-22,1616.25,Basso
2008-06-29,1772.6130952380952,Alto
2008-07-06,1654.9166666666667,Basso
2008-07-13,1963.25,Alto
2008-07-20,2047.0416666666667,Alto
2008-07-27,1924.8511904761904,Alto
2008-08-03,1996.625,Alto
2008-08-10,1849.75,Alto
2008-08-17,1644.6785714285713,Basso
2008-08-24,1907.107142857143,Alto
2008-08-31,1757.4761904761904,Alto
2008-09-07,1876.3630952380952,Alto
2008-09-14,1732.1130952380952,Alto
2008-09-21,1562.7142857142858,Basso
2008-09-28,1598.797619047619,Basso
2008-10-05,1471.8333333333333,Basso
2008-10-12,1440.7619047619048,Basso
2008-10-19,1459.8869047619048,Basso
2008-10-26,1509.2440476190477,Basso
2008-11-02,1541.1616766467066,Basso
2008-11-09,1527.095238095238,Basso
2008-11-16,1577.327380952381,Basso
2008-11-23,1705.904761904762,Alto
2008-11-30,1599.1488095238096,Basso
2008-12-07,1708.0238095238096,Alto
2008-12-14,1695.9642857142858,Alto
2008-12-21,1695.047619047619,Alto
2008-12-28,1618.7916666666667,Basso
2009-01-04,1575.375,Basso
2009-01-11,1708.6785714285713,Alto
2009-01-18,1843.5595238095239,Alto
2009-01-25,1777.5892857142858,Alto
2009-02-01,1742.1011904761904,Alto
2009-02-08,1695.3035714285713,Alto
2009-02-15,1583.3035714285713,Basso
2009-02-22,1661.9345238095239,Alto
2009-03-01,1620.827380952381,Basso
2009-03-08,1599.3652694610778,Basso
2009-03-15,1502.5238095238096,Basso
2009-03-22,1487.6130952380952,Basso
2009-03-29,1485.732142857143,Basso
2009-04-05,1443.9464285714287,Basso
2009-04-12,1457.0238095238096,Basso
2009-04-19,1437.107142857143,Basso
2009-04-26,1476.392857142857,Basso
2009-05-03,1474.970238095238,Basso
2009-05-10,1420.6369047619048,Basso
2009-05-17,1446.779761904762,Basso
2009-05-24,1548.6904761904761,Basso
2009-05-31,1545.732142857143,Basso
2009-06-07,1509.642857142857,Basso
2009-06-14,1670.7857142857142,Alto
2009-06-21,1647.9642857142858,Basso
2009-06-28,1797.142857142857,Alto
2009-07-05,1514.345238095238,Basso
2009-07-12,1703.75,Alto
2009-07-19,1680.0357142857142,Alto
2009-07-26,1648.6964285714287,Basso
2009-08-02,1789.0,Alto
2009-08-09,1730.357142857143,Alto
2009-08-16,1951.8214285714287,Alto
2009-08-23,1935.4940476190477,Alto
2009-08-30,1714.202380952381,Alto
2009-09-06,1526.3630952380952,Basso
2009-09-13,1528.5,Basso
2009-09-20,1569.6964285714287,Basso
2009-09-27,1596.577380952381,Basso
2009-10-04,1440.779761904762,Basso
2009-10-11,1455.625,Basso
2009-10-18,1521.8690476190477,Basso
2009-10-25,1455.779761904762,Basso
2009-11-01,1448.197604790419,Basso
2009-11-08,1492.8809523809523,Basso
2009-11-15,1462.7619047619048,Basso
2009-11-22,1480.1845238095239,Basso
2009-11-29,1441.6785714285713,Basso
2009-12-06,1582.392857142857,Basso
2009-12-13,1703.4107142857142,Alto
2009-12-20,1709.9404761904761,Alto
2009-12-27,1613.517857142857,Basso
2010-01-03,1682.2261904761904,Alto
2010-01-10,1826.232142857143,Alto
2010-01-17,1737.8869047619048,Alto
2010-01-24,1643.1488095238096,Basso
2010-01-31,1755.970238095238,Alto
2010-02-07,1667.2619047619048,Alto
2010-02-14,1754.6964285714287,Alto
2010-02-21,1744.529761904762,Alto
2010-02-28,1704.845238095238,Alto
2010-03-07,1662.267857142857,Alto
2010-03-14,1549.9760479041915,Basso
2010-03-21,1527.142857142857,Basso
2010-03-28,1537.7440476190477,Basso
2010-04-04,1482.875,Basso
2010-04-11,1536.0416666666667,Basso
2010-04-18,1479.517857142857,Basso
2010-04-25,1467.8333333333333,Basso
2010-05-02,1502.0416666666667,Basso
2010-05-09,1531.3988095238096,Basso
2010-05-16,1509.8690476190477,Basso
2010-05-23,1544.8154761904761,Basso
2010-05-30,1834.5714285714287,Alto
2010-06-06,1781.0714285714287,Alto
2010-06-13,1726.327380952381,Alto
2010-06-20,1870.5714285714287,Alto
2010-06-27,2021.7083333333333,Alto
2010-07-04,1704.922619047619,Alto
2010-07-11,2116.25,Alto
2010-07-18,2080.1666666666665,Alto
2010-07-25,2182.404761904762,Alto
2010-08-01,1942.107142857143,Alto
2010-08-08,1983.5595238095239,Alto
2010-08-15,2177.7380952380954,Alto
2010-08-22,2023.2738095238096,Alto
2010-08-29,1741.6309523809523,Alto
2010-09-05,1950.2559523809523,Alto
2010-09-12,1599.422619047619,Basso
2010-09-19,1582.6666666666667,Basso
2010-09-26,1684.6011904761904,Alto
2010-10-03,1491.3154761904761,Basso
2010-10-10,1496.9642857142858,Basso
2010-10-17,1492.797619047619,Basso
2010-10-24,1490.6666666666667,Basso
2010-10-31,1526.875,Basso
2010-11-07,1618.0778443113772,Basso
2010-11-14,1574.732142857143,Basso
2010-11-21,1605.0714285714287,Basso
2010-11-28,1527.595238095238,Basso
2010-12-05,1698.232142857143,Alto
2010-12-12,1800.3592814371257,Alto
2010-12-19,1886.892857142857,Alto
2010-12-26,1756.0238095238096,Alto
2011-01-02,1653.5654761904761,Basso
2011-01-09,1802.4761904761904,Alto
2011-01-16,1822.4583333333333,Alto
2011-01-23,1816.327380952381,Alto
2011-01-30,1772.6309523809523,Alto
2011-02-06,1765.1369047619048,Alto
2011-02-13,1774.0238095238096,Alto
2011-02-20,1638.095238095238,Basso
2011-02-27,1700.0833333333333,Alto
2011-03-06,1644.6011904761904,Basso
2011-03-13,1623.7784431137725,Basso
2011-03-20,1557.25,Basso
2011-03-27,1588.2738095238096,Basso
2011-04-03,1601.297619047619,Basso
2011-04-10,1519.4166666666667,Basso
2011-04-17,1511.8392857142858,Basso
2011-04-24,1469.75,Basso
2011-05-01,1513.4166666666667,Basso
2011-05-08,1472.702380952381,Basso
2011-05-15,1571.720238095238,Basso
2011-05-22,1526.595238095238,Basso
2011-05-29,1707.8690476190477,Alto
2011-06-05,1895.9166666666667,Alto
2011-06-12,1967.1785714285713,Alto
2011-06-19,1661.922619047619,Alto
2011-06-26,1825.952380952381,Alto
2011-07-03,1855.9345238095239,Alto
2011-07-10,1957.732142857143,Alto
2011-07-17,1990.982142857143,Alto
2011-07-24,2284.9821428571427,Alto
2011-07-31,2118.3869047619046,Alto
2011-08-07,2177.7738095238096,Alto
2011-08-14,1863.452380952381,Alto
2011-08-21,1838.9166666666667,Alto
2011-08-28,1768.6369047619048,Alto
2011-09-04,1878.0416666666667,Alto
2011-09-11,1616.7440476190477,Basso
2011-09-18,1643.8333333333333,Basso
2011-09-25,1641.6607142857142,Basso
2011-10-02,1581.6488095238096,Basso
2011-10-09,1523.904761904762,Basso
2011-10-16,1469.6785714285713,Basso
2011-10-23,1540.797619047619,Basso
2011-10-30,1565.3630952380952,Basso
2011-11-06,1580.3592814371257,Basso
2011-11-13,1544.4880952380952,Basso
2011-11-20,1587.1190476190477,Basso
2011-11-27,1514.1785714285713,Basso
2011-12-04,1634.702380952381,Basso
2011-12-11,1714.297619047619,Alto
2011-12-18,1735.2083333333333,Alto
2011-12-25,1647.0357142857142,Basso
2012-01-01,1621.702380952381,Basso
2012-01-08,1732.0238095238096,Alto
2012-01-15,1764.1488095238096,Alto
2012-01-22,1757.8214285714287,Alto
2012-01-29,1688.017857142857,Alto
2012-02-05,1639.3511904761904,Basso
2012-02-12,1723.1785714285713,Alto
2012-02-19,1666.9404761904761,Alto
2012-02-26,1635.2380952380952,Basso
2012-03-04,1616.1904761904761,Basso
2012-03-11,1635.5808383233532,Basso
2012-03-18,1538.607142857143,Basso
2012-03-25,1592.422619047619,Basso
2012-04-01,1567.4761904761904,Basso
2012-04-08,1508.297619047619,Basso
2012-04-15,1542.952380952381,Basso
2012-04-22,1534.625,Basso
2012-04-29,1552.9464285714287,Basso
2012-05-06,1742.2142857142858,Alto
2012-05-13,1597.5059523809523,Basso
2012-05-20,1629.952380952381,Basso
2012-05-27,1913.654761904762,Alto
2012-06-03,1782.6011904761904,Alto
2012-06-10,1681.8214285714287,Alto
2012-06-17,1854.7857142857142,Alto
2012-06-24,2121.8988095238096,Alto
2012-07-01,2053.6428571428573,Alto
2012-07-08,2277.184523809524,Alto
2012-07-15,2040.5714285714287,Alto
2012-07-22,2059.404761904762,Alto
2012-07-29,2033.982142857143,Alto
2012-08-05,2149.2321428571427,Alto
2012-08-12,1947.5892857142858,Alto
2012-08-19,1807.904761904762,Alto
2012-08-26,1803.5535714285713,Alto
2012-09-02,1945.6964285714287,Alto
2012-09-09,1958.5595238095239,Alto
2012-09-16,1602.404761904762,Basso
2012-09-23,1518.8869047619048,Basso
2012-09-30,1513.8690476190477,Basso
2012-10-07,1516.9345238095239,Basso
2012-10-14,1535.8988095238096,Basso
2012-10-21,1525.3154761904761,Basso
2012-10-28,1526.7916666666667,Basso
2012-11-04,1619.125748502994,Basso
2012-11-11,1605.6785714285713,Basso
2012-11-18,1623.2559523809523,Basso
2012-11-25,1551.0714285714287,Basso
2012-12-02,1634.2142857142858,Basso
2012-12-09,1600.125,Basso
2012-12-16,1664.2857142857142,Alto
2012-12-23,1661.4464285714287,Alto
2012-12-30,1632.8988095238096,Basso
2013-01-06,1714.2857142857142,Alto
2013-01-13,1628.7142857142858,Basso
2013-01-20,1628.2619047619048,Basso
2013-01-27,1887.7083333333333,Alto
2013-02-03,1754.4880952380952,Alto
2013-02-10,1766.8809523809523,Alto
2013-02-17,1677.4345238095239,Alto
2013-02-24,1779.9642857142858,Alto
2013-03-03,1722.2083333333333,Alto
2013-03-10,1676.9760479041915,Alto
2013-03-17,1610.3392857142858,Basso
2013-03-24,1691.3988095238096,Alto
2013-03-31,1601.0535714285713,Basso
2013-04-07,1581.7619047619048,Basso
2013-04-14,1505.6488095238096,Basso
2013-04-21,1494.7738095238096,Basso
2013-04-28,1467.8809523809523,Basso
2013-05-05,1450.220238095238,Basso
2013-05-12,1486.9761904761904,Basso
2013-05-19,1582.5,Basso
2013-05-26,1696.9285714285713,Alto
2013-06-02,1791.8809523809523,Alto
2013-06-09,1611.0357142857142,Basso
2013-06-16,1705.2559523809523,Alto
2013-06-23,1823.4404761904761,Alto
2013-06-30,1973.1309523809523,Alto
2013-07-07,1992.75,Alto
2013-07-14,1900.3154761904761,Alto
2013-07-21,2257.25,Alto
2013-07-28,1749.142857142857,Alto
2013-08-04,1704.4285714285713,Alto
2013-08-11,1825.3809523809523,Alto
2013-08-18,1692.4940476190477,Alto
2013-08-25,1822.2142857142858,Alto
2013-09-01,2005.2083333333333,Alto
2013-09-08,1668.0892857142858,Alto
2013-09-15,1794.720238095238,Alto
2013-09-22,1606.3333333333333,Basso
2013-09-29,1498.0238095238096,Basso
2013-10-06,1685.6785714285713,Alto
2013-10-13,1504.0,Basso
2013-10-20,1510.595238095238,Basso
2013-10-27,1549.904761904762,Basso
2013-11-03,1546.3832335329341,Basso
2013-11-10,1586.1369047619048,Basso
2013-11-17,1618.9285714285713,Basso
2013-11-24,1630.4642857142858,Basso
2013-12-01,1697.4464285714287,Alto
2013-12-08,1668.0,Alto
2013-12-15,1820.095238095238,Alto
2013-12-22,1721.4107142857142,Alto
2013-12-29,1624.404761904762,Basso
2014-01-05,1763.3095238095239,Alto
2014-01-12,1833.8154761904761,Alto
2014-01-19,1753.1309523809523,Alto
2014-01-26,1956.1190476190477,Alto
2014-02-02,1881.3035714285713,Alto
2014-02-09,1834.7857142857142,Alto
2014-02-16,1876.404761904762,Alto
2014-02-23,1713.5892857142858,Alto
2014-03-02,1839.8035714285713,Alto
2014-03-09,1768.1437125748503,Alto
2014-03-16,1668.422619047619,Alto
2014-03-23,1657.2559523809523,Basso
2014-03-30,1673.470238095238,Alto
2014-04-06,1548.3392857142858,Basso
2014-04-13,1521.9880952380952,Basso
2014-04-20,1492.172619047619,Basso
2014-04-27,1466.982142857143,Basso
2014-05-04,1432.5,Basso
2014-05-11,1503.1369047619048,Basso
2014-05-18,1576.0,Basso
2014-05-25,1486.4642857142858,Basso
2014-06-01,1640.047619047619,Basso
2014-06-08,1679.3214285714287,Alto
2014-06-15,1640.8095238095239,Basso
2014-06-22,1862.4285714285713,Alto
2014-06-29,1955.625,Alto
2014-07-06,1855.892857142857,Alto
2014-07-13,1895.297619047619,Alto
2014-07-20,1687.797619047619,Alto
2014-07-27,1882.0892857142858,Alto
2014-08-03,1619.892857142857,Basso
2014-08-10,1756.3988095238096,Alto
2014-08-17,1612.6964285714287,Basso
2014-08-24,1896.0357142857142,Alto
2014-08-31,1837.422619047619,Alto
2014-09-07,1869.5535714285713,Alto
2014-09-14,1616.1785714285713,Basso
2014-09-21,1466.1785714285713,Basso
2014-09-28,1449.7559523809523,Basso
2014-10-05,1417.7380952380952,Basso
2014-10-12,1412.404761904762,Basso
2014-10-19,1453.6369047619048,Basso
2014-10-26,1453.904761904762,Basso
2014-11-02,1462.5207100591715,Basso
2014-11-09,1495.9940476190477,Basso
2014-11-16,1560.5059523809523,Basso
2014-11-23,1723.7857142857142,Alto
2014-11-30,1503.5,Basso
2014-12-07,1648.9166666666667,Basso
2014-12-14,1709.3035714285713,Alto
2014-12-21,1688.8988095238096,Alto
2014-12-28,1484.0654761904761,Basso
2015-01-04,1615.654761904762,Basso
2015-01-11,1883.7738095238096,Alto
2015-01-18,1742.452380952381,Alto
2015-01-25,1682.7857142857142,Alto
2015-02-01,1792.529761904762,Alto
2015-02-08,1755.0714285714287,Alto
2015-02-15,1808.9404761904761,Alto
2015-02-22,1943.452380952381,Alto
2015-03-01,1846.25,Alto
2015-03-08,1759.9461077844312,Alto
2015-03-15,1526.9940476190477,Basso
2015-03-22,1517.529761904762,Basso
2015-03-29,1551.0357142857142,Basso
2015-04-05,1375.3690476190477,Basso
2015-04-12,1366.375,Basso
2015-04-19,1372.4404761904761,Basso
2015-04-26,1396.1011904761904,Basso
2015-05-03,1369.1845238095239,Basso
2015-05-10,1680.357142857143,Alto
2015-05-17,1596.4345238095239,Basso
2015-05-24,1538.6964285714287,Basso
2015-05-31,1771.029761904762,Alto
2015-06-07,1562.3095238095239,Basso
2015-06-14,1916.1309523809523,Alto
2015-06-21,1837.5059523809523,Alto
2015-06-28,1772.0119047619048,Alto
2015-07-05,1587.827380952381,Basso
2015-07-12,1788.8333333333333,Alto
2015-07-19,1887.654761904762,Alto
2015-07-26,1912.2261904761904,Alto
2015-08-02,2091.1190476190477,Alto
2015-08-09,1783.3690476190477,Alto
2015-08-16,1871.0595238095239,Alto
2015-08-23,1891.7261904761904,Alto
2015-08-30,1637.779761904762,Basso
2015-09-06,2048.815476190476,Alto
2015-09-13,1774.982142857143,Alto
2015-09-20,1594.767857142857,Basso
2015-09-27,1515.1845238095239,Basso
2015-10-04,1445.5238095238096,Basso
2015-10-11,1395.4404761904761,Basso
2015-10-18,1400.327380952381,Basso
2015-10-25,1377.904761904762,Basso
2015-11-01,1392.0355029585799,Basso
2015-11-08,1403.4583333333333,Basso
2015-11-15,1442.5892857142858,Basso
2015-11-22,1445.2440476190477,Basso
2015-11-29,1431.0714285714287,Basso
2015-12-06,1518.9404761904761,Basso
2015-12-13,1500.0416666666667,Basso
2015-12-20,1539.4583333333333,Basso
2015-12-27,1398.797619047619,Basso
2016-01-03,1507.1011904761904,Basso
2016-01-10,1639.8392857142858,Basso
2016-01-17,1679.470238095238,Alto
2016-01-24,1809.5714285714287,Alto
2016-01-31,1611.6785714285713,Basso
2016-02-07,1500.767857142857,Basso
2016-02-14,1716.75,Alto
2016-02-21,1587.392857142857,Basso
2016-02-28,1504.8511904761904,Basso
2016-03-06,1515.6845238095239,Basso
2016-03-13,1370.9101796407185,Basso
2016-03-20,1377.625,Basso
2016-03-27,1375.125,Basso
2016-04-03,1376.595238095238,Basso
2016-04-10,1449.904761904762,Basso
2016-04-17,1364.3988095238096,Basso
2016-04-24,1343.6190476190477,Basso
2016-05-01,1346.232142857143,Basso
2016-05-08,1313.267857142857,Basso
2016-05-15,1344.202380952381,Basso
2016-05-22,1332.7142857142858,Basso
2016-05-29,1643.6369047619048,Basso
2016-06-05,1757.7857142857142,Alto
2016-06-12,1576.220238095238,Basso
2016-06-19,1683.6369047619048,Alto
2016-06-26,1853.7559523809523,Alto
2016-07-03,1663.375,Alto
2016-07-10,1809.077380952381,Alto
2016-07-17,1984.720238095238,Alto
2016-07-24,1996.2380952380952,Alto
2016-07-31,1984.0357142857142,Alto
2016-08-07,1990.2619047619048,Alto
2016-08-14,2097.2023809523807,Alto
2016-08-21,1932.2261904761904,Alto
2016-08-28,1938.107142857143,Alto
2016-09-04,1706.0238095238096,Alto
2016-09-11,1905.3154761904761,Alto
2016-09-18,1641.547619047619,Basso
2016-09-25,1702.5059523809523,Alto
2016-10-02,1416.5416666666667,Basso
2016-10-09,1397.5833333333333,Basso
2016-10-16,1357.8333333333333,Basso
2016-10-23,1473.279761904762,Basso
2016-10-30,1388.047619047619,Basso
2016-11-06,1358.5207100591715,Basso
2016-11-13,1389.0654761904761,Basso
2016-11-20,1436.0892857142858,Basso
2016-11-27,1463.8214285714287,Basso
2016-12-04,1502.125,Basso
2016-12-11,1609.8809523809523,Basso
2016-12-18,1712.517857142857,Alto
2016-12-25,1608.922619047619,Basso
2017-01-01,1506.8809523809523,Basso
2017-01-08,1661.404761904762,Alto
2017-01-15,1600.8511904761904,Basso
2017-01-22,1487.6785714285713,Basso
2017-01-29,1550.4583333333333,Basso
2017-02-05,1620.5833333333333,Basso
2017-02-12,1531.3630952380952,Basso
2017-02-19,1512.6190476190477,Basso
2017-02-26,1403.392857142857,Basso
2017-03-05,1508.422619047619,Basso
2017-03-12,1497.005988023952,Basso
2017-03-19,1610.982142857143,Basso
2017-03-26,1424.0416666666667,Basso
2017-04-02,1362.482142857143,Basso
2017-04-09,1375.3095238095239,Basso
2017-04-16,1338.797619047619,Basso
2017-04-23,1360.5357142857142,Basso
2017-04-30,1392.0833333333333,Basso
2017-05-07,1327.5357142857142,Basso
2017-05-14,1322.702380952381,Basso
2017-05-21,1570.982142857143,Basso
2017-05-28,1399.857142857143,Basso
2017-06-04,1465.4107142857142,Basso
2017-06-11,1486.4107142857142,Basso
2017-06-18,1911.2916666666667,Alto
2017-06-25,1700.0059523809523,Alto
2017-07-02,1658.6607142857142,Alto
2017-07-09,1759.8511904761904,Alto
2017-07-16,1796.8630952380952,Alto
2017-07-23,2032.779761904762,Alto
2017-07-30,1706.732142857143,Alto
2017-08-06,1762.6488095238096,Alto
2017-08-13,1601.0714285714287,Basso
2017-08-20,1825.8095238095239,Alto
2017-08-27,1627.4642857142858,Basso
2017-09-03,1466.2083333333333,Basso
2017-09-10,1393.5654761904761,Basso
2017-09-17,1474.5059523809523,Basso
2017-09-24,1717.077380952381,Alto
2017-10-01,1603.6011904761904,Basso
2017-10-08,1460.3392857142858,Basso
2017-10-15,1511.892857142857,Basso
2017-10-22,1351.047619047619,Basso
2017-10-29,1371.0714285714287,Basso
2017-11-05,1393.414201183432,Basso
2017-11-12,1475.6190476190477,Basso
2017-11-19,1492.6190476190477,Basso
2017-11-26,1441.0416666666667,Basso
2017-12-03,1455.2738095238096,Basso
2017-12-10,1551.7916666666667,Basso
2017-12-17,1647.1607142857142,Basso
2017-12-24,1506.9285714285713,Basso
2017-12-31,1708.7142857142858,Alto
2018-01-07,1879.6369047619048,Alto
2018-01-14,1640.25,Basso
2018-01-21,1696.470238095238,Alto
2018-01-28,1507.1309523809523,Basso
2018-02-04,1615.5892857142858,Basso
2018-02-11,1620.0238095238096,Basso
2018-02-18,1524.779761904762,Basso
2018-02-25,1405.3154761904761,Basso
2018-03-04,1432.7857142857142,Basso
2018-03-11,1526.5269461077844,Basso
2018-03-18,1539.142857142857,Basso
2018-03-25,1510.672619047619,Basso
2018-04-01,1408.0714285714287,Basso
2018-04-08,1460.2440476190477,Basso
2018-04-15,1428.8095238095239,Basso
2018-04-22,1407.8333333333333,Basso
2018-04-29,1323.1845238095239,Basso
2018-05-06,1420.0714285714287,Basso
2018-05-13,1414.2440476190477,Basso
2018-05-20,1562.8333333333333,Basso
2018-05-27,1620.0,Basso
2018-06-03,1841.982142857143,Alto
2018-06-10,1493.6309523809523,Basso
2018-06-17,1622.3392857142858,Basso
2018-06-24,1809.357142857143,Alto
2018-07-01,1816.5,Alto
2018-07-08,1927.0059523809523,Alto
2018-07-15,1922.3630952380952,Alto
2018-07-22,1831.0535714285713,Alto
2018-07-29,1797.172619047619,Alto
2018-08-05,1723.7938144329896,Alto
